"sex","aage","AJBHRS","ancars","avote","aregion","ajbstat","ajbterm","ahhsize","atenure","afihhyr"
1,25,36,"1","1","2","2","1","3","1",23749.72265625
2,16,12,"2","6","4","6","1","4","2",20657.5390625
2,28,37,"1","2","16","2","1","3","2",23558.2421875
2,43,52,"1","2","13","2","1","3","2",45410.625
2,32,5,"1","1","9","2","2","2","2",8142.9389648438
1,48,37,"1","2","11","2","1","3","2",16760.958984375
1,30,37,"1","1","9","2","1","1","2",17603.5
1,52,50,"1","1","3","2","1","2","1",1824
1,55,35,"2","3","5","2","1","4","2",35354.02734375
2,20,41,"1","1","10","2","1","4","1",10816.189453125
2,54,30,"0","2","1","2","1","2","1",18762.236328125
2,38,40,"1","2","3","2","1","4","2",33577.15625
2,41,15,"2","3","10","2","1","4","2",35212.7265625
2,24,6,"1","1","18","2","1","3","2",16382.703125
2,46,24,"3","10","5","2","1","4","2",53660.8203125
1,54,37,"2","8","8","2","1","3","1",26621.97265625
1,29,39,"1","2","3","2","1","4","3",16403.279296875
1,23,39,"1","2","6","2","1","1","2",7433
2,25,39,"1","1","18","2","1","2","4",16067.93359375
1,17,37,"0","1","18","2","1","3","3",14108.84765625
2,41,25,"2","2","10","2","1","4","2",31050.8828125
1,59,39,"1","2","12","2","1","1","7",11963.599609375
2,28,38,"1","2","12","2","1","2","2",14344.5751953125
1,35,35,"2","2","4","2","1","3","2",37983.9921875
2,24,15,"0","2","7","2","1","4","2",12969.306640625
2,25,37,"0","2","13","2","3","2","7",21860.693359375
2,20,40,"1","2","8","2","1","4","1",28765.19140625
1,25,41,"1","2","18","2","1","2","1",14764.3623046875
1,50,40,"1","1","4","2","1","2","2",17320
1,30,37,"1","1","3","2","1","1","6",22908.71484375
1,20,37,"3","2","12","2","1","5","1",42352.56640625
1,45,37,"2","1","7","2","1","5","2",20584.427734375
1,36,78,"1","2","4","2","1","5","5",26057.1796875
1,28,39,"1","2","15","2","1","2","2",13411
2,21,35,"1","1","16","2","1","1","2",6790.0610351563
2,52,35,"2","2","9","2","1","4","2",34438.8046875
2,47,37,"2","2","3","2","1","3","2",49712.3203125
2,38,9,"1","2","16","2","1","4","2",16441.345703125
2,36,39,"1","1","13","2","1","1","2",8568.3212890625
2,32,36,"1","2","18","2","1","1","2",21302.236328125
2,40,38,"1","2","10","2","1","1","2",15558.013671875
2,41,12,"1","10","2","2","1","3","6",13985.0693359375
1,58,48,"1","3","3","2","1","2","2",26397.681640625
2,25,36,"1","10","17","2","1","2","2",13672.0625
2,56,30,"2","3","16","2","1","2","2",34048.04296875
2,23,37,"1","6","7","2","1","2","1",16458.04296875
1,41,39,"1","3","6","2","1","5","2",23807.01953125
1,53,39,"1","2","16","2","1","2","2",14721.076171875
1,31,45,"0","4","18","2","1","4","7",28671.83203125
2,29,18,"0","2","18","2","1","3","3",12995.830078125
1,41,37,"1","4","18","2","1","3","2",25460.189453125
1,57,37,"3","2","17","2","1","4","1",34227.32421875
1,21,39,"2","7","4","2","1","5","1",34396.7734375
1,56,37,"1","1","4","2","1","2","2",34124.984375
1,28,37,"2","1","17","2","1","2","2",20355.5859375
1,21,39,"3","2","17","2","1","6","2",39735.6640625
2,41,33,"1","2","14","2","1","4","2",28412.193359375
2,35,12,"2","1","2","2","3","4","2",41084.5859375
2,38,30,"0","4","18","2","2","5","3",5496.2211914063
1,47,37,"2","1","3","2","1","5","2",38477.78515625
2,31,30,"2","8","4","2","1","6","6",20311.927734375
2,32,19,"1","2","17","2","2","2","2",16178.298828125
1,18,3,"2","3","3","6","1","5","2",23939.208984375
1,56,39,"1","3","4","2","1","2","4",32728.5078125
2,22,37,"1","10","17","2","1","2","2",14369.1689453125
2,18,10,"1","2","1","6","1","6","2",23123.01953125
2,47,35,"1","1","4","2","1","1","2",18606.697265625
2,38,45,"0","2","8","2","1","5","2",34319.6875
1,40,24,"1","2","15","2","1","4","2",7824.080078125
1,55,35,"1","3","3","2","1","2","2",69759.1796875
1,29,37,"1","1","3","2","1","1","2",24201.23828125
2,51,20,"2","10","11","2","1","3","2",13296.5390625
1,26,35,"1","2","1","2","1","2","2",41432.140625
2,63,10,"1","1","8","2","1","2","1",14773.572265625
2,42,36,"1","1","2","2","1","1","2",27751.6640625
1,27,40,"1","1","3","2","1","5","2",15794.67578125
1,18,40,"1","2","13","2","1","3","3",7925.2436523438
2,61,18,"1","3","2","2","1","2","1",24310.310546875
2,22,40,"1","2","12","2","1","2","2",23931.06640625
1,48,39,"2","1","3","2","1","2","2",36701.1171875
1,26,39,"1","2","10","2","1","3","2",27710.884765625
1,32,39,"1","2","2","2","1","4","2",16306.767578125
1,33,40,"1","2","5","2","1","2","2",19252.779296875
2,60,17,"0","10","17","2","1","1","3",3093.8134765625
1,22,84,"1","8","11","2","1","4","1",27726.78125
2,43,10,"1","2","9","2","3","4","2",22332.740234375
2,36,35,"1","1","18","2","1","4","2",32466.966796875
2,64,9,"1","2","4","2","1","2","1",10050.1669921875
2,30,45,"3","2","4","2","1","4","7",30825.62890625
1,43,40,"1","1","8","2","1","1","2",18163.46484375
1,56,39,"1","2","1","2","1","5","2",33593.375
1,29,38,"2","1","16","2","1","4","2",22112.724609375
2,19,40,"3","2","17","2","2","4","3",17832.607421875
1,43,39,"2","1","6","2","1","3","1",16039.48046875
2,29,20,"2","1","17","2","1","3","2",16807.59375
2,36,37,"2","1","10","2","1","2","1",27440.021484375
1,44,40,"3","2","11","2","1","4","5",37928.91796875
1,18,35,"1","2","4","2","1","6","2",31208.427734375
2,38,40,"2","1","6","2","1","4","1",27282.607421875
2,43,30,"2","3","9","2","1","2","2",38408.47265625
1,25,43,"2","1","14","2","1","5","2",30300.57421875
2,54,10,"1","3","4","2","1","2","1",6676
1,25,40,"1","2","3","2","1","1","2",10396.5
1,30,38,"1","3","3","2","1","1","6",17628.17578125
2,34,14,"1","1","5","2","1","3","2",22204.83984375
1,54,21,"2","1","12","2","1","4","1",32313.55859375
1,26,39,"2","1","2","2","1","2","2",37860.28515625
2,46,12,"0","3","9","2","1","3","3",9069.6103515625
1,54,40,"1","1","3","2","1","2","2",15762.048828125
2,40,35,"2","1","3","2","1","4","2",31605.18359375
2,27,40,"1","1","18","2","1","2","2",33485.08984375
1,30,37,"1","3","16","2","1","2","2",12959.876953125
1,19,47,"0","8","15","2","1","3","3",9364.306640625
2,45,39,"3","1","3","2","1","2","1",26232.59765625
1,49,52,"0","2","9","2","1","1","3",6387.2592773438
2,18,40,"1","10","12","2","1","3","2",20211.19921875
2,41,30,"1","10","6","2","1","3","2",19988.87890625
1,20,35,"3","1","4","2","1","3","2",21158.849609375
1,22,38,"1","2","1","2","1","1","3",9633.857421875
1,31,37,"2","1","3","2","1","2","2",30388.23046875
1,19,35,"2","10","5","2","1","3","2",10008.7060546875
2,20,32,"1","1","3","2","1","2","2",21535.94140625
1,27,36,"1","2","17","2","1","2","2",31032.05859375
2,26,35,"2","10","13","2","1","3","2",30958.927734375
2,40,39,"1","2","18","2","1","3","3",20776.384765625
2,32,10,"1","1","8","2","1","6","2",12467.33984375
1,31,45,"1","3","13","2","1","2","2",21280.62890625
1,22,50,"3","1","4","2","1","4","1",11116
2,41,22,"2","1","6","2","1","4","2",31202.724609375
1,57,39,"2","2","18","2","1","5","2",46844.14453125
1,31,50,"2","1","7","2","3","2","5",36654.359375
2,23,35,"1","10","6","2","1","3","3",32127.783203125
2,33,35,"1","3","2","2","1","1","2",14539.943359375
2,44,30,"2","10","3","2","1","4","2",18985.779296875
1,30,40,"1","2","3","2","1","2","2",23860.02734375
2,24,35,"2","8","8","2","1","2","2",23722.521484375
1,26,39,"3","1","8","2","1","4","2",39452.6484375
2,33,28,"2","3","3","2","1","4","2",21723.8203125
2,18,40,"0","1","15","2","1","5","6",14994.6025390625
2,21,38,"1","3","14","3","1","4","1",33451.56640625
1,36,65,"2","2","16","2","1","4","2",37641.78125
1,28,49,"1","10","3","2","1","4","5",12622.3642578125
2,20,45,"3","6","2","2","1","4","2",29631.123046875
2,33,40,"1","2","15","2","1","1","2",13414.0478515625
1,30,35,"1","2","9","2","1","2","2",25339.400390625
2,32,37,"2","1","3","2","1","2","2",22286.4296875
2,55,39,"0","2","8","2","1","1","3",7467.2998046875
2,45,30,"1","1","11","2","1","3","1",5479.5727539063
2,44,31,"3","3","13","2","1","4","2",41898.203125
2,34,7,"2","1","4","2","1","4","2",28707.427734375
1,31,37,"1","2","17","2","1","4","3",23058.73828125
1,19,40,"2","10","4","2","1","6","6",20311.927734375
2,42,16,"1","1","10","2","1","5","2",16864.587890625
1,41,35,"1","1","18","2","1","1","2",10996.154296875
2,42,37,"3","1","3","2","1","3","2",37331.30078125
1,49,45,"2","1","4","2","1","2","2",27010.162109375
2,35,8,"1","1","2","2","2","6","2",22994.802734375
1,37,39,"1","2","3","2","1","5","3",8319.125
1,40,35,"1","2","4","2","1","5","2",28712.470703125
2,25,37,"1","2","18","2","1","3","2",33074.06640625
1,53,39,"2","2","10","2","1","3","2",27441.001953125
1,48,30,"1","3","16","2","1","3","2",39636.41015625
2,18,40,"0","3","18","2","1","1","4",4568.134765625
2,43,14,"1","2","4","2","1","5","2",18654.619140625
2,40,22,"0","3","3","2","1","6","2",25703.126953125
2,18,45,"2","1","5","2","1","4","2",37761.21875
1,49,37,"1","2","6","2","1","4","2",23690.41015625
1,20,39,"3","8","14","2","2","3","2",17547.134765625
2,19,37,"0","4","18","2","1","2","7",7721.5576171875
1,22,37,"3","2","11","2","1","4","5",37928.91796875
2,65,8,"1","1","2","2","2","1","1",11826.900390625
2,59,26,"1","1","2","2","1","3","2",18088.607421875
1,24,40,"2","1","18","2","1","1","2",16960
1,23,40,"1","2","11","2","1","2","2",19962.59765625
2,37,18,"1","1","5","2","1","4","2",30434.048828125
2,30,22,"2","2","9","2","1","4","2",41787.54296875
2,45,37,"1","1","3","2","1","3","2",31603.32421875
1,35,39,"1","8","9","2","1","5","2",23674.119140625
2,47,35,"1","1","18","2","1","1","2",11335.474609375
2,39,20,"0","3","3","2","1","5","3",23024.095703125
1,46,39,"0","2","8","2","1","3","2",12620.3271484375
1,26,42,"2","2","3","2","2","3","2",33352.9609375
2,29,9,"2","1","16","2","1","4","2",23673.697265625
1,42,41,"1","2","16","2","1","3","1",34313.26953125
1,53,37,"1","3","17","2","1","2","2",23414.705078125
2,44,8,"1","2","4","2","1","3","3",20360.69921875
2,30,12,"1","1","18","2","2","4","2",28911.58984375
1,34,37,"2","3","10","2","1","2","2",37569.109375
2,54,20,"1","8","15","2","1","3","1",20834.716796875
1,42,39,"0","2","18","2","1","5","3",11645.6865234375
1,37,60,"2","2","6","2","1","3","1",62074.296875
2,51,17,"0","3","5","2","1","2","1",4685.4780273438
1,34,40,"1","1","2","2","1","4","2",23052.875
1,30,97,"1","1","7","2","1","1","2",18254.04296875
2,46,36,"1","1","11","2","1","4","2",23798.04296875
1,42,39,"0","2","2","2","1","1","3",12064
2,48,17,"1","1","17","2","1","3","1",34962.1796875
2,47,30,"2","3","4","2","1","3","1",35680.34375
1,69,3,"1","1","14","2","1","2","6",12864.083984375
1,26,38,"3","2","2","2","1","7","2",57410.796875
1,17,40,"2","11","4","2","3","4","2",18079.810546875
1,16,20,"1","1","6","6","2","4","2",34896.28515625
2,56,36,"1","1","6","2","1","2","1",18937.693359375
1,30,39,"1","1","4","2","1","1","5",11626.2001953125
1,44,40,"0","2","3","2","1","2","2",12065
1,38,40,"0","2","13","2","1","1","3",12251.2099609375
2,18,6,"2","1","3","6","1","3","2",58595.1484375
1,22,40,"1","3","4","2","1","5","2",10964.9267578125
1,18,4,"2","2","11","6","2","2","2",20840.75
1,41,12,"2","3","8","2","1","4","2",26988.140625
1,62,12,"1","1","3","2","3","2","1",18808.845703125
2,61,8,"2","3","3","2","1","2","1",87893.4296875
1,52,35,"2","1","14","2","1","2","2",34578.81640625
1,39,37,"1","4","18","2","1","5","2",11771.4072265625
1,38,37,"1","3","3","2","1","4","2",62687.23046875
1,34,40,"1","2","4","2","1","1","7",17652.42578125
1,23,45,"3","3","9","2","1","4","8",22710.91796875
2,40,30,"1","3","3","2","1","3","2",31889.37109375
1,33,35,"2","6","18","2","1","3","6",34027.9140625
1,27,37,"1","3","2","2","1","2","2",55793.078125
1,18,37,"2","1","2","2","1","4","1",26671.94140625
1,33,39,"3","2","11","2","1","5","4",21170.00390625
1,19,40,"3","1","6","2","1","2","2",49097.00390625
1,34,38,"2","3","3","2","1","3","2",31502.5625
2,34,25,"2","1","14","2","1","3","2",29179.109375
1,33,37,"1","2","3","2","3","5","3",12482.85546875
2,40,21,"1","1","4","2","1","4","2",18786.763671875
2,59,12,"2","3","4","2","1","2","1",12061.2998046875
1,53,36,"2","1","11","2","1","2","2",36831.60546875
1,51,70,"3","1","16","2","1","4","1",26074.654296875
1,52,40,"1","2","11","2","1","4","2",8671.826171875
1,44,45,"2","2","11","2","1","3","2",17853.755859375
2,26,36,"1","1","8","2","1","2","2",25362.50390625
2,26,37,"1","2","16","2","1","1","2",8168.3203125
2,45,30,"0","2","3","2","1","2","2",35074
1,32,39,"1","2","18","2","1","2","2",20262.26953125
2,34,14,"1","6","15","2","1","3","2",22494.73828125
1,58,43,"1","2","12","2","1","2","1",13020
1,65,56,"1","1","3","2","1","3","1",18411.0390625
1,42,57,"1","3","3","2","1","2","2",29344.94921875
1,20,37,"2","1","16","2","1","3","2",27346.046875
2,31,37,"1","2","13","2","1","2","2",18254.71875
1,49,42,"2","2","17","2","1","3","2",23569.1171875
2,52,40,"2","1","6","2","1","3","2",29698.033203125
1,53,28,"1","1","3","2","1","3","1",13840.525390625
2,51,20,"2","1","3","2","1","3","2",28078.732421875
1,37,35,"1","10","18","2","1","4","2",32466.966796875
2,44,37,"2","1","3","2","1","2","2",72574.75
1,31,37,"2","1","12","2","1","2","2",29570.56640625
2,41,39,"0","2","18","2","1","5","3",18239.6640625
2,34,40,"1","1","3","2","1","4","2",24119.05859375
1,32,38,"1","2","18","2","1","3","2",31871.6171875
2,30,37,"2","1","5","2","1","2","2",20922.38671875
2,28,53,"1","10","4","2","1","2","2",18461.27734375
2,24,33,"1","2","15","2","1","2","2",21983.0625
1,71,20,"1","1","18","2","1","2","1",7483.8642578125
1,39,60,"2","1","8","2","1","5","2",31611.44140625
1,30,40,"0","2","17","2","1","2","2",17564.19921875
2,29,37,"1","1","17","2","1","4","2",18289.6171875
1,22,39,"2","1","6","2","1","2","3",15285.40234375
1,66,26,"1","2","4","2","1","2","3",9735.6328125
1,28,4,"1","2","15","6","2","2","2",21983.0625
1,25,45,"2","1","5","2","1","2","2",24921.50390625
2,26,48,"0","2","15","2","1","2","2",22310.66796875
2,59,12,"1","2","4","2","2","2","2",20076.431640625
2,22,45,"3","6","4","2","2","4","7",30825.62890625
2,36,39,"1","10","11","2","1","3","2",6672.7392578125
1,36,37,"1","1","6","2","1","1","2",21428.314453125
2,39,16,"1","10","2","2","1","5","2",24199.408203125
1,34,38,"1","2","6","2","1","5","2",8501.076171875
1,50,45,"3","1","6","2","1","3","2",22101.87890625
2,44,5,"1","1","5","2","1","4","3",12250.765625
2,45,40,"3","1","7","2","1","4","2",44690.79296875
1,38,60,"2","1","5","2","1","4","2",49257.90234375
2,25,38,"1","1","18","2","1","2","1",27363.5
2,38,35,"0","6","2","2","1","3","1",25255.8671875
1,29,42,"1","3","3","2","1","5","2",14571.8251953125
2,40,39,"0","10","3","2","1","2","7",17238.236328125
1,27,40,"3","10","2","2","1","3","1",25892.4921875
2,33,18,"2","1","16","2","1","5","2",16455.306640625
2,38,22,"1","2","6","2","1","3","2",21269.05078125
2,49,35,"1","3","18","2","1","2","2",24495.7265625
1,48,36,"2","1","5","2","1","2","2",26092.470703125
1,32,37,"1","3","10","2","1","4","2",26182.416015625
1,64,35,"1","1","3","2","1","2","1",30643.62890625
2,58,25,"1","1","8","2","1","2","1",7172.5
1,57,39,"1","2","13","2","1","3","3",23318.42578125
2,26,55,"2","1","14","2","1","2","1",20889.484375
2,20,37,"3","2","3","2","1","3","1",28707.923828125
1,63,38,"1","2","3","2","1","2","2",17681.25390625
2,44,30,"3","1","4","2","1","5","2",44804.45703125
2,32,22,"2","3","3","2","1","3","5",18878.35546875
2,54,32,"1","1","18","2","1","1","2",11051.8251953125
1,65,16,"0","3","3","2","1","1","1",14515.13671875
1,41,45,"1","1","2","2","1","1","2",21900.23828125
1,44,39,"1","2","16","2","1","2","3",17191.1640625
2,52,37,"2","2","17","2","1","2","1",25023.705078125
2,27,37,"1","2","2","2","1","2","2",32921.8515625
2,30,37,"1","1","11","2","1","1","2",15517.865234375
1,31,40,"0","2","9","2","1","1","7",4277.0727539063
1,65,15,"2","1","3","2","2","2","1",15706.4384765625
2,29,40,"1","10","2","2","1","3","6",36710.12890625
2,47,10,"3","1","16","2","2","4","1",26074.654296875
1,51,38,"1","1","7","2","1","1","2",10090.7001953125
1,48,37,"2","2","3","2","1","5","2",23939.208984375
2,31,35,"1","2","3","2","1","2","5",29845.91796875
2,32,40,"3","3","11","2","1","5","4",21170.00390625
1,37,45,"2","1","15","2","1","4","2",29601.541015625
2,35,7,"1","1","6","2","2","6","3",4629.6811523438
1,33,37,"1","2","18","2","1","2","2",20162.31640625
2,30,6,"0","1","6","2","1","6","3",10893.328125
1,32,40,"1","2","6","2","1","3","3",14064.775390625
1,34,37,"1","2","12","2","1","4","2",12095.0068359375
2,49,40,"1","2","18","2","1","3","3",18430.16015625
2,36,37,"1","6","4","2","1","1","2",9558.775390625
1,30,40,"1","3","6","2","1","5","2",14657.01953125
1,55,40,"1","2","7","2","1","3","3",20335.85546875
1,36,50,"1","1","14","2","1","3","2",21493.35546875
2,42,18,"2","1","3","2","1","4","2",26123.85546875
1,42,36,"2","2","3","2","1","6","2",21197.796875
2,44,25,"3","1","6","2","1","5","1",46801.8828125
2,48,20,"1","1","18","2","1","3","3",24215.296875
2,56,14,"1","2","18","2","1","2","1",14487.9306640625
2,19,35,"3","2","6","2","1","6","2",35034.49609375
1,54,22,"0","2","17","2","1","2","3",4084.7314453125
2,26,42,"1","1","14","2","1","1","6",7077.400390625
2,43,37,"2","2","4","2","1","2","2",22510.76171875
1,31,35,"2","1","4","2","1","4","2",13900.2099609375
2,64,16,"1","10","3","2","2","2","1",4727.79296875
1,36,40,"0","10","2","2","1","3","1",25255.8671875
1,31,37,"1","2","16","2","1","3","2",18297.994140625
2,32,19,"1","2","16","2","1","4","2",20714.59375
2,64,10,"0","3","4","2","1","2","2",7771.6591796875
2,42,4,"1","1","9","2","1","4","2",24162.197265625
1,26,48,"0","1","15","2","1","4","5",31089.552734375
2,39,40,"1","1","6","2","1","4","2",34896.28515625
2,27,35,"0","10","2","2","1","1","2",9003.6953125
2,53,14,"0","2","9","2","1","2","3",11542.736328125
2,36,18,"1","2","9","2","1","4","2",12181.4619140625
1,59,40,"1","3","7","2","1","2","3",15621.55859375
1,43,35,"2","2","8","2","1","2","2",39100.828125
2,30,36,"1","1","2","2","1","2","2",35091.9609375
1,22,40,"1","7","6","2","1","6","7",23756.69140625
2,27,12,"1","1","4","2","1","4","2",11535.826171875
2,41,28,"3","10","13","2","1","4","1",25650.59375
2,50,37,"1","10","3","2","1","1","2",13471.134765625
1,24,40,"0","1","3","2","1","1","2",12997.484375
1,59,40,"1","2","3","2","1","2","2",20084
2,37,39,"0","2","12","2","1","3","2",14598.3515625
1,17,39,"1","3","3","2","1","3","2",20030.28515625
2,20,37,"1","1","7","2","1","4","2",27688.89453125
1,44,50,"3","1","7","2","1","4","2",44690.79296875
2,53,42,"1","1","9","2","1","2","2",14584.9228515625
2,19,40,"1","2","6","2","1","2","2",10933.9453125
1,40,40,"1","1","6","2","1","4","2",18765.87890625
2,30,35,"2","3","3","2","1","2","2",32092.39453125
1,38,38,"1","3","3","2","1","4","2",21754.55078125
1,26,39,"1","10","17","2","1","1","2",11198.064453125
2,43,37,"2","8","15","2","1","3","2",30320.419921875
2,24,39,"0","2","18","2","1","1","7",10988.142578125
1,26,37,"1","2","16","2","1","2","2",22474.26953125
2,33,7,"1","3","12","2","1","4","2",12095.0068359375
2,56,8,"1","1","4","2","1","2","1",14545.849609375
2,55,38,"1","2","18","2","1","2","2",31562.09765625
2,31,37,"2","2","6","2","1","4","2",20313.927734375
2,23,35,"3","1","4","2","1","3","2",41788.86328125
2,32,39,"2","3","3","2","1","2","2",26625.82421875
2,45,25,"1","2","4","2","1","4","3",16090.9306640625
2,30,20,"1","2","4","2","1","4","3",18954.451171875
2,27,13,"1","1","7","2","1","3","3",7863.7724609375
1,30,44,"2","3","12","2","1","3","2",12762.7158203125
2,27,36,"1","6","3","2","1","1","2",18159.169921875
2,42,22,"1","3","2","2","1","4","3",13448.318359375
2,41,20,"1","2","18","2","1","4","2",21045.9609375
2,34,37,"1","1","2","2","1","2","2",39263.4375
1,62,25,"1","1","17","2","1","2","1",8093.302734375
1,22,35,"2","3","8","2","2","4","2",33347.1484375
2,26,45,"2","1","3","2","1","2","2",30388.23046875
1,18,48,"2","1","2","2","1","4","2",54488.72265625
2,63,16,"1","2","6","2","1","2","2",13304.6796875
1,31,35,"1","1","1","1","1","2","2",27780
1,31,60,"1","1","11","2","1","3","2",46644.7734375
2,49,23,"1","1","9","2","1","3","2",34878.4296875
1,39,35,"1","2","10","2","1","4","2",16472.703125
2,61,37,"0","2","17","2","1","1","3",10941.578125
2,40,37,"2","8","15","2","1","3","2",29181.580078125
1,54,37,"1","1","4","2","1","2","2",28451.0859375
2,44,37,"1","2","6","2","1","2","1",17216.251953125
2,26,34,"1","3","12","2","1","2","2",24946.75
1,23,40,"1","2","18","2","1","2","2",34403.2890625
2,28,16,"1","2","18","2","1","3","2",17837.560546875
1,47,9,"1","2","17","2","2","3","3",4512.8642578125
2,49,37,"1","1","8","2","1","3","2",29752.455078125
2,26,38,"2","1","3","2","1","4","3",8515.4453125
1,62,38,"1","3","18","2","1","2","2",19580.45703125
2,31,34,"2","2","4","2","1","3","2",19726.458984375
2,29,37,"1","2","3","2","1","2","6",24186.9296875
1,29,60,"1","2","17","2","1","4","3",7516.72265625
1,50,39,"2","2","8","2","1","4","1",29245
1,59,38,"0","2","15","2","1","3","2",8721.759765625
1,18,39,"0","2","6","2","1","3","7",6830.759765625
2,25,35,"1","1","17","2","1","2","2",25032.818359375
1,57,40,"2","1","1","2","1","2","2",53490.484375
2,28,10,"2","2","6","2","1","4","2",15596.818359375
1,20,40,"3","10","3","2","1","4","7",31253.357421875
1,52,97,"1","10","2","2","1","4","2",40940.19921875
2,35,30,"1","2","14","2","1","6","2",26701.751953125
1,50,37,"2","1","3","2","1","2","2",17867.35546875
2,45,30,"1","7","8","2","1","3","1",15065.154296875
1,40,60,"1","1","3","2","1","2","2",39477.6796875
2,33,35,"1","2","3","2","2","4","2",32021.609375
2,39,21,"2","1","3","2","1","3","3",16040.30859375
1,43,39,"1","2","4","2","1","4","2",25049.146484375
1,53,37,"2","1","4","2","1","2","1",15168.873046875
2,31,35,"1","3","18","2","1","1","3",11348.10546875
1,32,37,"1","3","6","2","1","3","2",23093.08984375
2,24,3,"1","1","4","2","1","4","2",18210.421875
2,42,15,"1","2","3","2","1","4","2",25307.30859375
2,31,35,"1","2","3","2","2","3","2",41025.828125
2,48,37,"1","2","3","2","1","3","6",25789.13671875
2,24,39,"1","3","12","2","1","5","2",16472.720703125
1,37,40,"1","2","10","2","1","5","2",23638.0546875
1,33,34,"1","4","18","2","1","2","2",34403.2890625
2,22,35,"1","1","3","2","1","3","2",25514.8515625
1,17,9,"3","11","13","6","1","4","1",25650.59375
2,29,36,"1","3","8","2","1","1","2",14834.0048828125
2,17,6,"0","11","3","6","2","5","4",3882.4006347656
2,22,35,"1","6","7","2","1","4","2",27688.89453125
2,42,7,"2","3","3","2","3","4","2",29005.234375
1,34,37,"2","1","6","2","1","4","2",23332.75
1,17,13,"2","1","11","6","2","4","2",36630.953125
2,49,32,"1","2","7","2","1","2","2",19873.880859375
1,29,36,"1","2","15","2","1","4","6",18378.23046875
1,26,53,"1","1","17","2","1","2","2",18727.734375
1,25,39,"2","2","5","2","1","3","2",29442.099609375
2,30,38,"1","2","8","2","1","4","2",17393.55859375
1,27,36,"1","1","8","2","1","2","2",25362.50390625
2,28,37,"2","10","18","2","1","2","2",31480.80859375
2,26,35,"1","1","8","2","2","4","6",7802.2006835938
1,46,37,"1","2","3","2","1","3","2",23846.818359375
2,31,16,"1","3","18","2","1","3","2",17117.544921875
2,30,30,"1","1","15","2","1","2","2",34260.15625
2,25,23,"1","2","6","2","1","4","3",15756.876953125
2,25,17,"1","2","18","2","1","5","1",24612.203125
1,43,37,"3","1","11","2","1","2","2",28844.400390625
2,43,38,"2","1","12","2","1","5","2",29094.095703125
1,32,40,"1","2","14","2","1","7","2",24424.880859375
2,18,40,"3","2","2","2","1","3","1",28310.6328125
1,18,50,"0","1","1","2","1","4","7",3180
1,57,40,"1","3","5","2","1","2","3",8354.900390625
2,23,39,"1","10","2","2","1","1","7",8601.1591796875
2,34,27,"1","1","11","2","1","4","2",17450.9765625
1,33,96,"1","1","13","2","3","4","8",22843.40625
1,27,40,"0","10","3","2","1","3","2",21093.552734375
2,27,15,"0","1","13","2","1","3","6",15429.828125
1,39,37,"1","2","3","2","1","5","2",25220.576171875
1,21,35,"1","1","14","2","1","2","2",14334.189453125
1,48,42,"2","2","3","2","1","3","2",34876.203125
1,37,37,"1","2","9","2","1","4","2",38776.89453125
2,39,30,"0","2","1","2","1","2","4",18599.435546875
1,59,35,"1","2","17","2","1","2","1",12538.54296875
2,46,37,"1","2","7","2","1","2","1",19381.38671875
2,34,42,"3","3","3","2","1","2","1",14310.5703125
2,43,35,"1","3","1","2","1","3","2",19919.015625
1,21,2,"3","10","3","6","2","5","2",22812.0625
2,21,12,"2","8","12","2","2","5","2",29094.095703125
2,25,37,"1","1","1","2","1","5","7",58513.66015625
1,24,60,"1","4","18","2","1","4","2",15031.9287109375
1,58,44,"2","1","3","2","1","2","2",28556.046875
1,16,40,"1","10","6","2","1","4","2",21934.494140625
2,20,37,"2","1","6","2","1","2","2",14770.271484375
2,24,36,"2","2","10","2","1","3","1",38359.28125
1,26,42,"2","1","6","2","1","2","2",30994.23046875
1,31,39,"0","2","13","2","2","2","3",13856.787109375
1,52,38,"0","1","3","2","3","1","2",14800
1,33,38,"0","2","17","2","1","7","2",16106.3603515625
2,18,40,"3","2","3","2","1","5","1",21513.248046875
1,24,97,"1","10","10","2","1","2","6",15933.87109375
1,49,40,"1","1","2","2","1","5","5",54363.92578125
2,36,37,"2","1","13","2","1","2","2",25544.142578125
1,29,40,"2","1","17","2","1","3","2",26810.40625
1,35,37,"2","1","2","2","1","2","2",36688.41796875
2,27,35,"1","1","6","2","1","2","1",18852.1875
1,38,37,"1","1","12","2","1","4","2",24328.69921875
1,27,38,"1","3","3","2","1","2","2",28245.59765625
2,37,15,"2","1","3","2","1","5","2",43886.19921875
2,44,8,"1","1","10","2","1","3","2",6011.458984375
2,25,35,"1","10","16","2","1","2","2",13744.767578125
2,44,37,"2","3","6","2","1","2","2",34040.96484375
1,41,36,"1","3","3","2","1","1","2",27891.0390625
2,33,16,"1","1","3","2","1","4","2",27710.2421875
1,47,37,"2","3","6","2","1","2","2",34040.96484375
1,68,65,"1","1","3","2","1","3","2",18927.537109375
1,30,40,"1","3","8","2","1","2","2",16597.015625
2,19,39,"0","2","13","2","1","4","3",19273.7109375
1,51,37,"1","1","7","2","1","3","2",23810.515625
2,16,9,"2","11","3","6","2","4","2",26507.060546875
1,34,39,"2","3","4","2","1","6","3",13896.3603515625
2,35,35,"1","1","17","2","1","1","2",12856.43359375
1,61,40,"1","1","11","2","1","2","1",9823.4638671875
1,34,35,"1","2","8","2","1","2","2",24351.087890625
